,job,company,location,duration,stipend(/month),posted,skills_required,avg_stipend,is_work_from_home,job_gre_5,comp_more_demandable_job,com_gre_5,paid/free
4804,Community Management,SukoonGhar,Work From Home,3 Months,1000-3500,1 week ago,"['Creative Writing', 'Effective Communication', 'English Proficiency (Spoken)', 'Lead Generation', 'Negotiation & Problem-solving', 'Problem Solving', 'Time Management', 'Video Making']",2250,1,1,0,0,1
4805,Social Media Marketing,Tea Escapades,Work From Home,2 Months,5000-8000,1 week ago,['NOT MENTIONED'],6500,1,1,0,0,1
4806,Digital Marketing,Digital Amigos,Work From Home,6 Months,4000-7000,1 week ago,"['Creative Writing', 'Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",5500,1,1,0,0,1
4807,Product Management,Avanzar Health,Work From Home,4 Months,8000-15000,1 week ago,"['Business Analysis', 'Product Management', 'Software Testing', 'UI & UX Design', 'Wireframing']",11500,1,1,0,0,1
4808,Business Development (Digital Marketing),Infy DigiWorld,Work From Home,6 Months,5000-10000,1 week ago,"['Business Analysis', 'Business Research', 'Digital Advertising', 'Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Ads', 'Facebook Marketing', 'Google AdWords', 'Sales']",7500,1,0,0,0,1
4809,Social Media Marketing,Movingheads,Work From Home,1 Month,6000,1 week ago,['Creative Writing'],6000,1,1,0,0,1
4810,Marketing,Ivera Lifestyle,Work From Home,3 Months,4000-8000,1 week ago,"['Business Research', 'Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Marketing', 'MS-Excel']",6000,1,1,0,0,1
4811,Investment Banking,XpertHunt,Bangalore,6 Months,20000-40000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Financial Modeling', 'MS-Office', 'MS-PowerPoint']",30000,0,0,0,0,1
4812,Influencer Marketing,Saucee Media And Entertainment,Work From Home,3 Months,3000,1 week ago,"['Effective Communication', 'Negotiation & Problem-solving']",3000,1,1,0,0,1
4813,Web Development,Fab Software Stock,"Jalna, Aurangabad, Parbhani, Beed",2 Months,2000,1 week ago,"['.NET', 'AngularJS', 'Bootstrap', 'HTML&CSS', 'jQuery', 'MS SQL Server']",2000,0,1,1,0,1
4814,Marketing,TheHummingMinds,Work From Home,1 Month,1000,1 week ago,['Effective Communication'],1000,1,1,0,0,1
4815,Data Structures & Algorithms Teaching,CipherSchools,Work From Home,3 Months,40000-60000,1 week ago,"['C++ Programming', 'Data Structures', 'Java']",50000,1,0,0,1,1
4816,Business Development (Sales),Spring S Technologies,Work From Home,3 Months,10000,1 week ago,['Social Media Marketing'],10000,1,1,0,0,1
4817,3D Modeling And Animation,Intesome,Work From Home,4 Months,10000,1 week ago,"['3ds Max', 'Adobe Illustrator', 'Adobe Photoshop', 'Animation', 'Autodesk Maya', 'Blender 3D', 'Substance Painter', 'Video Editing', 'Video Making', 'ZBrush']",10000,1,0,0,1,1
4818,3D Modeling And Animation,Intesome,Work From Home,4 Months,10000,1 week ago,"['3ds Max', 'Adobe Creative Suite', 'Adobe Illustrator', 'Adobe Photoshop', 'Animation', 'Autodesk Maya', 'Blender 3D', 'Substance Painter', 'Video Editing', 'Video Making', 'ZBrush']",10000,1,0,0,1,1
4819,Illustration/Storyboard Art,Intesome,Work From Home,6 Months,10000,1 week ago,"['Adobe Creative Suite', 'Adobe Illustrator', 'Digital Art', 'Storyboarding']",10000,1,0,0,1,1
4820,Illustration/2D Storyboarding,Intesome,Work From Home,6 Months,10000,1 week ago,"['Adobe Creative Suite', 'Adobe Illustrator', 'Digital Art', 'Storyboarding']",10000,1,0,0,1,1
4821,Adobe After Effects Design/Animation,Intesome,Work From Home,6 Months,10000,1 week ago,"['Adobe After Effects', 'Adobe Creative Suite', 'Animation']",10000,1,0,0,1,1
4822,2D Animation/Motion Graphics Design,Intesome,Work From Home,6 Months,10000,1 week ago,"['Adobe After Effects', 'Adobe Creative Suite', 'Animation']",10000,1,0,0,1,1
4823,Sports Content Writing (NBA),FirstSportz,Work From Home,3 Months,6000,1 week ago,"['American English', 'Creative Writing']",6000,1,0,0,1,1
4824,Digital Marketing,JD Fusion Private Limited,Work From Home,6 Months,6000-10000,1 week ago,"['Digital Marketing', 'Email Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",8000,1,1,0,0,1
4825,Web Development,SaffireTech,Mumbai,6 Months,13000,1 week ago,"['CSS', 'HTML', 'Java', 'JavaScript', 'MySQL', 'PHP']",13000,0,1,1,0,1
4827,Social Media Marketing,Experto Lab Private Limited,Work From Home,4 Months,15000,1 week ago,"['American English', 'English Proficiency (Written)']",15000,1,1,0,0,1
4828,Backend Development,Alemeno,Work From Home,3 Months,15000-20000,1 week ago,"['Bash', 'Django', 'Docker', 'PostgreSQL', 'Python']",17500,1,1,1,0,1
4829,Graphic Design,Match Your Vibe,Work From Home,2 Months,1000,1 week ago,"['Adobe Illustrator', 'Adobe Photoshop']",1000,1,1,0,0,1
4830,Content Writing (R Programming),FavTutor,Work From Home,2 Months,7000,1 week ago,"['Content Writing', 'Data Science', 'R Programming']",7000,1,0,0,0,1
4831,Content Writing,ODN Digital Services Private Limited,Work From Home,3 Months,5000-10000,1 week ago,"['Content Writing', 'Copywriting', 'Creative Writing']",7500,1,1,0,0,1
4832,Client Acquisition,ODN Digital Services Private Limited,Work From Home,3 Months,5000-10000,1 week ago,"['Effective Communication', 'Marketing', 'Sales']",7500,1,1,0,0,1
4833,Sales,Break The Code,Work From Home,3 Months,5000,1 week ago,"['Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",5000,1,1,0,1,1
4834,Talent Acquisition,Isourse,Delhi,6 Months,20000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Recruitment']",20000,0,1,0,1,1
4835,Business Development (Sales),Flamingo Creativity,Work From Home,1 Month,2000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales']",2000,1,1,0,0,1
4836,Graphics,PedalStart,Work From Home,3 Months,10000,1 week ago,['Adobe Photoshop'],10000,1,0,0,0,1
4837,Python Development/Discord And Slack Integration,Workik,Work From Home,4 Months,12500,1 week ago,"['MySQL', 'Python']",12500,1,0,0,0,1
4838,Business Development (Sales),VREENDAAR IT SOLUTIONS PRIVATE LIMITED,Work From Home,4 Months,18000,1 week ago,"['Effective Communication', 'Lead Generation', 'MS-Excel']",18000,1,1,0,0,1
4839,Marketing,Garage Productions,Work From Home,3 Months,8000,1 week ago,"['Digital Marketing', 'MS-Office', 'MS-PowerPoint']",8000,1,1,0,0,1
4840,Business Development (Sales),Idea Usher,Work From Home,3 Months,8000-15000,1 week ago,"['Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'LinkedIn Marketing']",11500,1,1,0,0,1
4841,Social Media Marketing,ELAN SALON BY SV,Work From Home,3 Months,7000,1 week ago,"['Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Social Media Marketing']",7000,1,1,0,0,1
4842,Business Development (Sales),Dezinn,Work From Home,4 Months,3500,1 week ago,"['Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'LinkedIn Marketing', 'MS-Excel', 'Social Media Marketing']",3500,1,1,0,0,1
4843,Content Writing,GvCloud Secure,Work From Home,3 Months,4000-6000,1 week ago,"['Blogging', 'Content Writing', 'Creative Writing', 'English Proficiency (Written)', 'Search Engine Optimization (SEO)']",5000,1,1,0,0,1
4844,Social Media Marketing,Global ETree Services Private Limited,Work From Home,6 Months,8000,1 week ago,"['Adobe Photoshop', 'Creative Writing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Written)', 'Instagram Marketing', 'MS-Excel', 'Social Media Marketing']",8000,1,1,0,0,1
4845,Social Media Marketing,Design Culture,Work From Home,2 Months,4000,1 week ago,"['Creative Writing', 'Digital Marketing', 'Instagram Marketing', 'Search Engine Optimization (SEO)', 'Social Media Marketing', 'Video Editing']",4000,1,1,0,0,1
4846,Law/Legal,The Thread Foundation,Work From Home,2 Months,0,1 week ago,['Content Writing'],0,1,1,0,0,0
4847,E-Commerce Business Management,The Plush Club,Work From Home,3 Months,8000,1 week ago,['Video Making'],8000,1,1,0,0,1
4848,Video Editing/Making,MicDrop Incorporation,Work From Home,3 Months,2000,1 week ago,"['Adobe After Effects', 'Adobe Creative Suite', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'Adobe Premiere Pro', 'Canva', 'Video Editing']",2000,1,1,0,0,1
4849,Human Resources (HR),Professos,Work From Home,2 Months,1500,1 week ago,"['Content Writing', 'Effective Communication', 'MS-Excel']",1500,1,1,0,0,1
4850,Content Development (English),This Side Up,Work From Home,2 Months,4000-6000,1 week ago,"['Creative Writing', 'English Proficiency (Written)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",5000,1,1,0,0,1
4851,Project Management,Kutumb Aspiration,Work From Home,3 Months,1000,1 week ago,"['Flutter', 'Node.js', 'Project Management', 'ReactJS']",1000,1,1,0,0,1
4852,Search Engine Optimization (SEO),Nextfly Technologies Private Limited,Work From Home,2 Months,8000,1 week ago,"['Digital Marketing', 'Facebook Ads', 'Facebook Marketing', 'Google AdWords', 'Google Analytics', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",8000,1,1,0,0,1
4853,International Business Development,CZ Smart Mobility,Work From Home,6 Months,6000,1 week ago,"['Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Robotic Process Automation (RPA)', 'Search Engine Optimization (SEO)']",6000,1,1,0,0,1
4854,Social Media Marketing,ClockTalk,Work From Home,3 Months,5000,1 week ago,"['Creative Writing', 'Digital Marketing', 'Facebook Ads', 'Facebook Marketing', 'Instagram Marketing', 'Market Analysis']",5000,1,1,0,0,1
4855,Web Development,Right Digital Service,Work From Home,6 Months,5000,1 week ago,"['Bootstrap', 'CSS', 'HTML', 'JavaScript', 'jQuery', 'LARAVEL', 'MySQL', 'Node.js', 'PHP', 'ReactJS', 'WordPress']",5000,1,1,1,0,1
4856,Graphic Design,Indian Cyber Security Solutions,Work From Home,3 Months,3000,1 week ago,"['Adobe After Effects', 'Adobe Creative Suite', 'Adobe Indesign', 'Adobe Photoshop', 'Canva', 'Video Editing']",3000,1,1,0,0,1
4857,Accounting & Taxation,SORABH BANSAL,Work From Home,6 Months,10000-20000,1 week ago,"['Accounting', 'Financial Modeling']",15000,1,1,0,0,1
4858,Digital Marketing,Sigmoid Academy,Work From Home,6 Months,1000,1 week ago,"['Digital Marketing', 'Email Marketing', 'Facebook Marketing', 'Search Engine Optimization (SEO)']",1000,1,1,0,0,1
4859,Law/Legal,Asit Gupta,Work From Home,1 Month,0,1 week ago,['NOT MENTIONED'],0,1,1,0,0,0
4860,UI/UX Design,Aureal,Work From Home,6 Months,2000-4000,1 week ago,"['Adobe Photoshop', 'Adobe XD', 'Figma', 'Sketch', 'UI & UX Design', 'User Interface (UI) Development', 'Wireframing']",3000,1,1,1,0,1
4861,Graphic Design,Second Brain,Work From Home,2 Months,3000-5000,1 week ago,"['Adobe Creative Suite', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'Canva', 'Video Editing']",4000,1,1,0,0,1
4862,Website Designing,GEMA Education Technology Private Limited,Work From Home,3 Months,1000,1 week ago,"['CSS', 'HTML', 'WordPress']",1000,1,0,0,0,1
4863,Electronics Engineering,Vama Communications Private Limited,Work From Home,3 Months,5000-10000,1 week ago,"['Arduino', 'C++ Programming', 'Embedded Systems', 'PCB Design', 'PCB Soldering']",7500,1,1,0,0,1
4864,Graphic Design,Taruna Jindal Label Private Limited,Work From Home,3 Months,5000-10000,1 week ago,"['Adobe Illustrator', 'Adobe Photoshop', 'Video Editing']",7500,1,1,0,0,1
4865,Mechanical Engineering,Vama Communications Private Limited,Work From Home,3 Months,5000-10000,1 week ago,"['Autodesk Fusion 360', 'CAD', 'Project Management', 'SolidWorks']",7500,1,1,0,0,1
4866,Human Resources (HR),Cernobia,Work From Home,3 Months,3000-5000,1 week ago,['NOT MENTIONED'],4000,1,1,0,0,1
4867,Graphic Design,Blossobit Technologies,Work From Home,4 Months,4000-7000,1 week ago,"['Adobe Illustrator', 'Adobe Photoshop', 'Adobe Premiere Pro', 'CorelDRAW', 'Figma', 'UI & UX Design']",5500,1,1,0,0,1
4868,Video Editing/Making,Poetistic,Work From Home,3 Months,5000,1 week ago,"['Adobe Premiere Pro', 'Video Editing']",5000,1,1,0,0,1
4869,Social Media Marketing,Coursechamps Internet Ventures Private Limited,Work From Home,4 Months,2000,1 week ago,"['Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Instagram Marketing', 'Social Media Marketing']",2000,1,1,0,0,1
4870,PHP Development,Inaiyathalam,Chennai,6 Months,10000,1 week ago,"['APIs', 'HTML&CSS', 'LARAVEL', 'MySQL', 'PHP']",10000,0,1,0,0,1
4871,Social Media Marketing,SPEEASYY,Work From Home,2 Months,2000,1 week ago,"['Digital Marketing', 'Google AdWords', 'Google Analytics', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",2000,1,1,0,0,1
4872,Human Resources (HR),Sutro Li India Private Limited,Work From Home,6 Months,8000,1 week ago,"['Blogging', 'Canva', 'Content Writing', 'Creative Writing', 'Digital Marketing', 'Employment engagement', 'English Proficiency (Spoken)', 'HR branding', 'MS-Excel', 'MS-Office', 'Recruitment']",8000,1,1,0,0,1
4873,Graphic Design,WAO Academy,Work From Home,3 Months,5000,1 week ago,"['Adobe Photoshop', 'CorelDRAW']",5000,1,1,0,0,1
4874,Video Editing/Making,NewsyBird Media,Work From Home,6 Months,1000,1 week ago,"['Adobe Premiere Pro', 'Content Marketing', 'Final Cut Pro', 'Video Editing']",1000,1,1,0,0,1
4875,Law/Legal,Truth And Youth (TAY),Work From Home,1 Month,0,1 week ago,['NOT MENTIONED'],0,1,1,0,0,0
4876,Graphic Design,Ultra Mentors,Work From Home,3 Months,1000,1 week ago,"['Adobe After Effects', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'Canva', 'Video Editing']",1000,1,1,0,0,1
4877,Search Engine Optimization (SEO),Storishh,Work From Home,2 Months,5000,1 week ago,"['Google Analytics', 'Search Engine Optimization (SEO)']",5000,1,1,0,0,1
4878,Digital Marketing,UKNewz,Work From Home,5 Months,2000,1 week ago,"['Creative Writing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",2000,1,1,0,0,1
4879,Business Development (Sales),Certybox,Work From Home,2 Months,5000,1 week ago,"['Digital Marketing', 'English Proficiency (Spoken)', 'Sales', 'Sales pitch', 'Social Media Marketing']",5000,1,1,0,0,1
4880,Fundraising,GreenBhumi (A TopTrove Foundation Initiative),Work From Home,2 Weeks,0,1 week ago,['NOT MENTIONED'],0,1,1,0,0,0
4881,Creative Content Writing,The Escapade Travel,Work From Home,1 Month,2000,1 week ago,"['Canva', 'Content Marketing', 'Content Writing', 'Creative Writing', 'Figma', 'Social Media Marketing']",2000,1,0,0,0,1
4882,Executive Assisstant To CEO,Neo Aid Solutions,Work From Home,2 Months,5000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Google Workspace']",5000,1,0,0,0,1
4883,Game Development,Duke And Clyde Innovation Center Private Limited,Work From Home,3 Months,3000,1 week ago,"['Blender 3D', 'C#', 'Unreal Engine']",3000,1,1,0,0,1
4884,Social Work,TopTrove Foundation,Work From Home,2 Weeks,0,1 week ago,['Effective Communication'],0,1,1,0,0,0
4885,Video Editing/Making,Social Parindee Digital Marketing Agency Private Limited,Work From Home,6 Months,1000-3000,1 week ago,"['Adobe Illustrator', 'Adobe Photoshop', 'Adobe Premiere Pro', 'Final Cut Pro', 'Video Editing', 'Video Making']",2000,1,1,0,0,1
4886,Business Development (Sales),Naikan Institute Of Behavioral Services Private Limited,Work From Home,3 Months,1000,1 week ago,"['Effective Communication', 'Email Marketing', 'English Proficiency (Spoken)', 'Negotiation & Problem-solving', 'Sales', 'Social Media Marketing']",1000,1,1,0,0,1
4887,Graphic Design,Cons Web Technologies Private Limited,Work From Home,6 Months,5000,1 week ago,"['Adobe Illustrator', 'Canva']",5000,1,1,0,0,1
4888,Social Media Marketing,Millennial Network,Work From Home,3 Months,7000,1 week ago,"['Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Instagram Marketing', 'Social Media Marketing']",7000,1,1,0,0,1
4889,Shopify Development,Celebrar Gifts,Work From Home,3 Months,3500,1 week ago,['Time Management'],3500,1,0,0,0,1
4890,HR Consultant,AKVM Solutions,Work From Home,6 Months,12000,1 week ago,"['HR Analytics', 'HRIS', 'Human Resource Information System (HRIS)']",12000,1,1,0,0,1
4891,Graphic Design,Multi Minerals Industries,Work From Home,1 Month,2000,1 week ago,"['Adobe Illustrator', 'Adobe Photoshop', 'Canva']",2000,1,1,0,0,1
4892,Social Media Marketing,Yung Minds,Work From Home,6 Months,1000,1 week ago,"['Canva', 'Digital Marketing', 'Instagram Marketing']",1000,1,1,0,0,1
4893,Digital Marketing,Wagtail Industries,Work From Home,6 Months,5000-12000,1 week ago,['NOT MENTIONED'],8500,1,1,0,0,1
4894,Administration,TalentHome Solutions LLP,Work From Home,6 Months,6000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-Office', 'MS-PowerPoint', 'MS-Word']",6000,1,1,0,0,1
4895,Marketing,Oxper Marketing Automation LLP,Work From Home,3 Months,10000,1 week ago,['NOT MENTIONED'],10000,1,1,0,0,1
4896,Fashion Styling,Zoe&Co Studio1Emporio,Work From Home,3 Months,4000-7000,1 week ago,"['Colour Theory for Designers', 'Fashion Designing', 'Fashion Styling', 'Lead Generation', 'Time Management']",5500,1,0,0,0,1
4897,Customer Relationship Operations,Tanima Singhal,Work From Home,2 Months,8000,1 week ago,"['Computer Networks', 'Effective Communication', 'English Proficiency (Spoken)', 'Negotiation & Problem-solving']",8000,1,0,0,0,1
4898,Marketing,Joveo,Work From Home,3 Months,15000-20000,1 week ago,"['Content Writing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",17500,1,1,0,0,1
4899,Video Editing/Making,Ek Prayaas,Work From Home,3 Months,1000-2000,1 week ago,['Video Editing'],1500,1,1,0,0,1
4900,Business Research,Blueseed Ventures,Work From Home,1 Month,5000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Office', 'MS-Word', 'Report Writing', 'Research and Analytics']",5000,1,1,0,0,1
